"CPCv2.1","Code","ISSCAAP","ISSCFC_Parent","Identifier","Name_En","Name_Es","Name_Fr","Observations","SITCv4"
"","034.2.5.1","","034.2.5","176","Flounders, halibuts, soles, frozen","Platijas, halibuts, lenguados, congelados","Flets, flétans, soles, congelés","false",""
"","034.2.5.2","","034.2.5","177","Cods, hakes, haddocks, frozen","Bacalaos, merluzas, eglefinos, congelados","Morues, merlus, églefins, congelés","false",""
"","034.2.5.3","","034.2.5","178","Miscellaneous coastal fish, frozen","Peces costeros diversos, congelados","Poissons côtiers divers, congelés","false",""
"","034.2.5","","034.2","179","Marine fishes, frozen","Peces marinos, congelados","Poissons marins, congelés","false",""
"21219","034.2.5.4.41","34","034.2.5.4","180","Atlantic redfishes, frozen","Gallineta del Atlántico, congelada","Sébastes de l'Atlantique, congelés","true","034.28"
"21219","034.2.5.3.74","33","034.2.5.3","181","Puffers, frozen","Tamboriles, congelados","Compères, congelés","true","034.28"
"21219","034.2.5.3.90","33","034.2.5.3","182","Miscellaneous coastal fish, nei, frozen","Peces costeros diversos, nep, congelados","Poissons côtiers divers, nca, congelés","true","034.28"
"21216","034.2.5.7.01","37","034.2.5.7","183","Capelin, frozen","Capelán, congelado","Capelan, congelé","true","034.28"
"21216","034.2.5.7.02","37","034.2.5.7","184","Saury, frozen","Paparda, congelada","Balaou, congelé","true","034.28"
"21216","034.2.5.7.03","37","034.2.5.7","185","Bluefish, frozen","Anchova de banco, congelada","Tassergal, congelé","true","034.28"
"21216","034.2.5.7.70","37","034.2.5.7","186","Jack and horse mackerel, frozen","Jureles, congelados","Chinchards noirs, congelés","true","034.28"
"21216","034.2.5.7.75","37","034.2.5.7","187","Amberjacks, frozen","Peces limón, congelados","Serioles, congelées","true","034.28"
"21219","034.2.5.4.90","34","034.2.5.4","188","Miscellaneous demersal fish, nei, frozen","Peces demersales diversos, nep, congelados","Poissons démersaux divers, nca, congelés","true","034.28"
"21216","034.2.5.5.11","35","034.2.5.5","189","Atlantic herring, frozen","Arenque del Atlántico, congelado","Hareng de l'Atlantique, congelé","true","034.24"
"21216","034.2.5.5.12","35","034.2.5.5","190","Pacific herring, frozen","Arenque del Pacífico, congelado","Hareng du Pacifique, congelé","true","034.24"
"21216","034.2.5.5.19","35","034.2.5.5","191","Herrings nei, frozen","Arenques nep, congelados","Harengs nca, congelés","true","034.24"
"21216","034.2.5.5.29","35","034.2.5.5","192","Pilchards(Sardinops spp.) and Sardinellas, frozen","Sardinas (Sardinops spp.) y sardinelas, congeladas","Pilchards(Sardinops spp.)et sardinelles, congelés","true","034.24"
"21216","034.2.5.5.40","35","034.2.5.5","193","European sardine, frozen","Sardina europea, congelada","Sardine d'Europe, congelée","true","034.24"
"21216","034.2.5.5.50","35","034.2.5.5","194","Brisling or sprats, frozen","Espadines, congelados","Sprats ou esprots, congelés","true","034.24"
"21216","034.2.5.5.60","35","034.2.5.5","195","Anchovies, frozen","Anchoas, congeladas","Anchois, congelés","true","034.28"
"21216","034.2.5.5.90","35","034.2.5.5","196","Clupeoids nei, frozen","Clupeidos nep, congelados","Clupeoïdes nca, congelés","true","034.24"
"21215","034.2.5.6.29","36","034.2.5.6","197","Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), frozen","Listados (bonitos de vientre rayado) (Katsuwonus pelamis), congelados","Listaos (bonites à ventre rayé) (Katsuwonus pelamis), congelés","true","034.23"
"21215","034.2.5.6.30","36","034.2.5.6","198","Atlantic(Thunnus thynnus)and Pacific(Thunnus orientalis)bluefin tuna, frozen","Atún rojo del Atlántico(Thunnus thynnus) y atún aleta azul Pacifico(T.orientalis)congelados","Thon rouge de l'Atlantique(Thunnus thynnus)et thon bleu du Pacifique(T.orientalis)congelés","true","034.23"
"21215","034.2.5.6.49","36","034.2.5.6","199","Albacore (=Longfin tuna), frozen, nei","Atún blanco, congelado, nep","Germon (=Thon blanc), congelé, nca","true","034.23"
"21215","034.2.5.6.41","36","034.2.5.6","200","Albacore (=Longfin tuna), gilled, gutted, frozen","Atún blanco sin branquias, eviscerado, congelado","Germon (=Thon blanc) sans branchies, evisceré, congelé","true","034.23"
"21215","034.2.5.6.42","36","034.2.5.6","201","Albacore (=Longfin tuna), heads-off, etc., frozen","Atún blanco descabezado, etc., congelado","Germon (=Thon blanc) étêté, etc., congelé","true","034.23"
"21215","034.2.5.6.59","36","034.2.5.6","202","Yellowfin tuna, frozen, nei","Rabil, congelado, nep","Thon albacore, congelé, nca","true","034.23"
"21215","034.2.5.6.51","36","034.2.5.6","203","Yellowfin tuna, gilled, gutted, frozen","Rabil sin branquias, eviscerado, congelado","Thon albacore sans branchies, evisceré, congelé","true","034.23"
"21215","034.2.5.6.52","36","034.2.5.6","204","Yellowfin tuna, heads-off, etc., frozen","Rabil descabezado, etc., congelado","Thon albacore, étêté, etc., congelé","true","034.23"
"21215","034.2.5.6.69","36","034.2.5.6","205","Bigeye tuna, frozen, nei","Patudo, congelado, nep","Thon obèse (=Patudo), congelé, nca","true","034.23"
"21216","034.2.5.6.71","36","034.2.5.6","206","Marlins, frozen","Agujas, congeladas","Makaires, congelés","true","034.28"
"21216","034.2.5.6.80","36","034.2.5.6","207","Swordfish, frozen","Pez espada, congelado","Espadon, congelé","true","034.28"
"21215","034.2.5.6.909","36","034.2.5.6","208","Tunas nei, frozen","Atunes nep, congelados","Thons nca, congelés","true","034.23"
"21215","034.2.5.6.901","36","034.2.5.6","209","Tunas, gilled, gutted, frozen, nei","Atunes sin branquias, eviscerados, congelados, nep","Thons, sans branchies, eviscerés, congelés, nca","true","034.23"
"21215","034.2.5.6.902","36","034.2.5.6","210","Tunas, heads-off, etc., frozen, nei","Atunes descabezados, etc., congelados, nep","Thons, étêtés, etc., congelés, nca","true","034.23"
"","034.2.5.4","","034.2.5","211","Miscellaneous demersal fish, frozen","Peces demersales diversos, congelados","Poissons démersaux divers, congelés","false",""
"","034.2.5.5","","034.2.5","212","Herrings, sardines, anchovies, frozen","Arenques, sardinas, anchoas, congelados","Harengs, sardines, anchois, congelés","false",""
"","034.2.5.6","","034.2.5","213","Tunas, bonitos, billfishes, frozen","Atunes, bonitos, agujas, congelados","Thons, pélamides, marlins, congelés","false",""
"21219","034.2.5.4.13","34","034.2.5.4","214","Hairtails, frozen","Sables, congelados","Poissons sabres, congelés","true","034.28"
"21216","034.2.5.7.61","37","034.2.5.7","215","Chub mackerel, frozen","Estornino, congelado","Maquereau espagnol, congelé","true","034.26"
"21216","034.2.5.7.69","37","034.2.5.7","216","Mackerels nei, frozen","Caballas nep, congeladas","Maquereaux nca, congelés","true","034.26"
"21219","034.2.5.8.70","38","034.2.5.8","217","Dogfish and other sharks nei (excl. Squalus acanthias, Scyliorhinus spp., Lamna nasus, Prionace glauca), frozen","Los demás cazones y demás escualos, congelados,  excepto las especies Squalus acanthias, Scyliorhinus spp., Lamna nasus","Autres squales, congelés, à l'exclusion des Squalus acanthias, Scyliorhinus spp., Lamna nasus","true","034.28"
"21219","034.2.5.8.80","38","034.2.5.8","218","Rays and skates (Rajidae), frozen","Rayas (Rajidae), congeladas","Raies (Rajidae), congelées","true","034.28"
"21219","034.2.5.8.90","38","034.2.5.8","219","Sharks, rays, chimaeras nei, frozen","Tiburones, rayas, quimeras nep, congelados","Requins, raies, chimères nca, congelés","true","034.28"
"21219","034.2.5.9.90","39","034.2.5.9","220","Marine fish, frozen, nei","Peces marinos, congelados, nep","Poissons marins congelés, nca","true","034.28"
"21226","034.2.9.1.10","39","034.2.9.1","221","Fish livers, frozen","Hígados de pescado, congelados","Foies de poisson, congelés","true","034.29"
"21226","034.2.9.1.29","39","034.2.9.1","222","Fish roes, frozen, nei","Huevas de pescado, congeladas, nep","Rogues de poisson, congelées, nca","true","034.29"
"21226","034.2.9.1.90","39","034.2.9.1","223","Livers, roes, milt, frozen","Hígados, huevas, lechas de pescado, congelados","Foies, rogues, laitance, congelés","true","034.29"
"21221","034.3.1.3.1.10","11","034.3.1.3.1","224","Carp fillets, fresh or chilled","Carpa en filetes, fresca o refrigerada","Filets de carpe, frais ou réfrigérés","true","034.51"
"21221","034.3.1.3.9.40","13","034.3.1.3.9","225","Perch fillets, fresh or chilled","Perca en filetes, fresca o refrigerada","Filets de perche, frais ou réfrigérés","true","034.51"
"21221","034.3.1.3.9.90","13","034.3.1.3.9","226","Freshwater fish fillets, fresh or chilled, nei","Peces de agua dulce en filetes, frescos o refrigerados, nep","Filets de poissons d'eau douce, frais ou réfrigérés, nca","true","034.51"
"21221","034.3.1.5.1.31","31","034.3.1.5.1","227","European plaice fillets, fresh or chilled","Solla europea en filetes, fresca o refrigerada","Filets de plie d'Europe, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.1.50","31","034.3.1.5.1","228","Flounder fillets, fresh or chilled","Platijas en filetes, frescas o refrigeradas","Filets de flet, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.1.45","31","034.3.1.5.1","229","Common sole fillets, fresh or chilled","Lenguado común en filetes, fresco o refrigerado","Filets de sole commune, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.1.90","31","034.3.1.5.1","230","Flatfish nei, fillets, fresh or chilled","Peces planos en filetes nep, frescos o refrigerados","Filets de poissons plats nca, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.2.11","32","034.3.1.5.2","231","Atlantic cod, fillets, fresh or chilled","Bacalao del Atlántico en filetes, fresco o refrigerado","Filets de morue de l'Atlantique, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.2.12","32","034.3.1.5.2","232","Pacific cod fillets, fresh or chilled","Bacalao del Pacífico en filetes, fresco o refrigerado","Filets de morue du Pacifique, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.2.19","32","034.3.1.5.2","233","Cods nei, fillets, fresh or chilled","Bacalao en filetes nep, fresco o refrigerado","Filets de morue nca, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.2.30","32","034.3.1.5.2","234","Haddock fillets, fresh or chilled","Eglefino en filetes, fresco o refrigerado","Filets d'églefin, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.2.40","32","034.3.1.5.2","235","Saithe (=Pollock) fillets, fresh or chilled","Carbonero (=Colín) en filetes, fresco o refrigerado","Filets de lieu noir, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.2.53","32","034.3.1.5.2","236","Whiting fillets, fresh or chilled","Merlán (=Plegonero) en filetes, fresco o refrigerado","Filets de merlan, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.2.90","32","034.3.1.5.2","238","Gadiformes fillets, fresh or chilled, nei","Gadiformes en filetes nep, frescos o refrigerados","Filets de poissons gadiformes nca, frais ou réfrigérés","true","034.51"
"","034.2.5.7","","034.2.5","239","Miscellaneous pelagic fish, frozen","Peces pelágicos diversos, congelados","Poissons pélagiques divers, congelés","false",""
"","034.2.5.8","","034.2.5","240","Sharks, rays, chimaeras, frozen","Tiburones, rayas, quimeras, congelados","Requins, raies, chimères, congelés","false",""
"","034.2.5.9","","034.2.5","241","Miscellaneous marine fish, frozen","Peces marinos diversos, congelados","Poissons marins divers, congelés","false",""
"","034.2.9.1","","034.2.9","242","Fish livers, roes, milt, frozen","Hígados, huevas, lechas de pescado, congelados","Foies, rogues, laitance de poissons, congelés","false",""
"","034.3.1.3.1","","034.3.1.3","243","Carps, barbels and other cyprinids fillets, fresh or chilled","Carpas, barbos y otros ciprínidos en filetes, frescos o refrigerados","Filets de carpe, barbeau et autres cyprinides, frais ou réfrigérés","false",""
"","034.3.1.3.9","","034.3.1.3","244","Miscellaneous freshwater fish fillets, fresh or chilled","Peces de agua dulce diversos en filetes, frescos o refrigerados","Filets de poissons d'eau douce divers, frais ou réfrigérés","false",""
"","034.3.1.5.1","","034.3.1.5","245","Flounders, halibuts, soles fillets, fresh or chilled","Platijas, halibuts, lenguados en filetes, frescos o refrigerados","Filets de flet, flétan, sole, frais ou réfrigérés","false",""
"","034.3.1.5.2","","034.3.1.5","246","Cods, hakes, haddocks, etc. fillets, fresh or chilled","Bacalaos, merluzas, eglefinos, etc. en filetes, frescos o refrigerados","Filets de morue, merlu, églefin, etc., frais ou réfrigérés","false",""
"","034.2.9","","034.2","247","Miscellaneous fish products, frozen","Productos de pescado diversos, congelados","Produits divers de poisson, congelés","false",""
"","034.3","","034","248","Fish fillets and meat, fresh or chilled","Filetes y carne de pescado, frescos o refrigerados","Filets et chair de poisson, frais ou réfrigérés","false",""
"","034.3.1.3","","034.3.1","249","Freshwater fish fillets, fresh or chilled","Peces de agua dulce en filetes, frescos o refrigerados","Filets de poissons d'eau douce, frais ou réfrigérés","false",""
"","034.3.1.5","","034.3.1","250","Marine fish fillets, fresh or chilled","Peces marinos en filetes, frescos o refrigerados","Filets de poissons marins, frais ou réfrigérés","false",""
"21221","034.3.1.5.4.49","34","034.3.1.5.4","251","Redfish fillets, fresh or chilled","Gallineta en filetes, fresca o refrigerada","Filets de sébaste, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.3.90","33","034.3.1.5.3","252","Miscellaneous coastal fish, fillets, fresh or chilled, nei","Peces costeros diversos en filetes, nep, frescos o refrigerados","Filets de poissons côtiers divers, nca, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.5.11","35","034.3.1.5.5","253","Atlantic herring fillets, fresh or chilled","Arenque del Atlántico en filetes, fresco o refrigerado","Filets de hareng de l'Atlantique, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.5.12","35","034.3.1.5.5","254","Pacific herring fillets, fresh or chilled","Arenque del Pacífico en filetes, fresco o refrigerado","Filets de hareng du Pacifique, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.5.19","35","034.3.1.5.5","255","Herring nei, fillets, fresh or chilled","Arenques en filetes nep, frescos o refrigerados","Filets de hareng nca, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.5.90","35","034.3.1.5.5","256","Clupeoids, fillets, fresh or chilled, nei","Clupeidos nep, en filetes, frescos o refrigerados","Filets de clupeoïdes nca, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.6.90","36","034.3.1.5.6","257","Tuna loins and fillets, fresh or chilled","Atunes en filetes, frescos o refrigerados","Filets et quartiers de thon, frais ou réfrigérés","true","034.51"
"21221","034.3.1.5.8.70","38","034.3.1.5.8","258","Dogfish (Squalidae) and other sharks, fillets, fresh or chilled","Filetes de cazones y demás escualos, frescos o refrigerados","Filets de squale (Squalidae), frais ou réfrigérés","true","034.51"
"21222","034.4.1.3.9.30","13","034.4.1.3.9","260","Catfish fillets, frozen","Bagre en filetes, congelado","Filets de barbotte, congelés","true","034.4"
"21222","034.4.1.3.9.90","13","034.4.1.3.9","261","Freshwater fish fillets, nei, frozen","Peces de agua dulce en filetes, nep, congelados","Filets de poissons d'eau douce, nca, congelés","true","034.4"
"21222","034.4.1.4.3.90","23","034.4.1.4.3","263","Salmonoids fillets, frozen, nei","Salmónidos en filetes, congelados, nep","Filets de salmonoïdes, congelés, nca","true","034.4"
"21222","034.4.1.5.1.13","31","034.4.1.5.1","264","Greenland halibut fillets, frozen","Halibut negro en filetes, congelado","Filets de flétan noir, congelés","true","034.4"
