ALPHA3CODE,FULL_NAME_E,FULL_NAME_F,FULL_NAME_S,SCIENTIFIC_NAME,AUTHOR
MNL,Duckbill barracudina,,,Magnisudis atlantica,(Krøyer 1868)
CDI,Cory's shearwater,Puffin cendré,Pardela cenicienta,Calonectris diomedea,(Scopoli 1769)
PYP,Gentoo penguin,Manchot papou,Pingüino guanito,Pygoscelis papua,J. R. Forster 1781
GMV,Janbruin,,,Gymnocrotaphus curvidens,Günther 1859
GYW,,,,Gymnocypris biswasi,Talwar 1977
GDR,Ploughfish,,,Gymnodraco acuticeps,Boulenger 1902
GMZ,Argentine humphead,,,Gymnogeophagus balzanii,(Perugia 1891)
GMN,,,,Gymnogobius raninus,Taranetz 1934
AMO,Zebra moray,,Morena cebra,Gymnomuraena zebra,(Shaw & Nodder 1797)
GYH,,,,Gymnorhamphichthys hypostomus,Ellis 1912
GYB,,,,Gymnoscopelus bolini,Andriashev 1962
GYR,,,,Gymnoscopelus braueri,(Lönnberg 1905)
GYF,,,,Gymnoscopelus fraseri,(Fraser-Brunner 1931)
GYO,,,,Gymnoscopelus opisthopterus,Fraser-Brunner 1949
AMV,Speckled moray,,Morena pintita,Gymnothorax dovii,(Günther 1870)
AMG,Yellow-edged moray,,,Gymnothorax flavimarginatus,(Rüppell 1830)
AMI,Green moray,,Morena verde,Gymnothorax funebris,Ranzani 1840
AGD,Sharktooth moray,,,Gymnothorax maderensis,(Johnson 1862)
AGT,Turkey moray,,,Gymnothorax meleagris,(Shaw & Nodder 1795)
AGX,California moray,,Morena de California,Gymnothorax mordax,(Ayres 1859)
AGG,Spotted moray,,Morena manchada,Gymnothorax moringa,(Cuvier 1829)
AMW,Ocellated moray,,Morena ocelada,Gymnothorax ocellatus,Agassiz 1831
AGI,Polygon moray,,Morena polígona,Gymnothorax polygonius,Poey 1875
AGY,,,,Gymnothorax porphyreus,(Guichenot 1848)
AGO,Highfin moray,,,Gymnothorax pseudothyrsoideus,(Bleeker 1852)
AGU,Banded moray,,,Gymnothorax rueppelliae,(McClelland 1844)
AMZ,Undulated moray,,,Gymnothorax undulatus,(Lacépède 1803)
AGK,Brown moray,Murène brune,Morena negra,Gymnothorax unicolor,(Delaroche 1809)
AMT,Purplemouth moray,,,Gymnothorax vicinus,(Castelnau 1855)
GYC,Banded knifefish,Gymnote rayé,Carapo,Gymnotus carapo,Linnaeus 1758
GYE,Naked characin,,,Gymnocharacinus bergii,Steindachner 1903
GMI,Trident prickleback,,,Gymnoclinus cristulatus,Gilbert & Burke 1912
GWB,,,,Greenwoodochromis bellcrossi,(Poll 1976)
GUV,,,,Guavina guavina,(Valenciennes 1837)
CGH,Indian river shad,,,Gudusia chapra,(Hamilton 1822)
GDF,Spotted puffer,,,Guentheridia formosa,(Günther 1870)
AGA,Jellynose,,,Guentherus altivela,Osório 1917
GUE,,,,Guianacara oelemariensis,Kullander & Nijssen 1989
OEO,,,,Oreochromis karongae,(Trewavas 1941)
OEW,,,,Oreochromis korogwe,(Lowe 1955)
OEP,,,,Oreochromis lepidurus,(Boulenger 1899)
OET,,,,Oreochromis leucostictus,(Trewavas 1933)
OEI,,,,Oreochromis lidole,(Trewavas 1941)
OCI,,,,Oreochromis malagarasi,Trewavas 1983
OHO,Kariba tilapia,,,Oreochromis mortimeri,(Trewavas 1966)
OHI,,,,Oreochromis pangani,(Lowe 1955)
OHU,Black tilapia,,,Oreochromis placidus,(Trewavas 1941)
OHW,,,,Oreochromis rukwaensis,(Hilgendorf & Pappenheim 1903)
OPL,Lake salmon,,,Opsaridium microlepis,(Günther 1864)
OPD,,,,Opsariichthys bidens,Günther 1873
ODO,,,,Opsodoras boulengeri,(Steindachner 1915)
OPQ,Pugnose minnow,,,Opsopoeodus emiliae,Hay 1881
OVE,Slender roughy,,,Optivus elongatus,(Günther 1859)
OUT,,,,Opua atherinoides,(Peters 1855)
ORJ,Japanese wobbegong,Requin-tapis moustache,Tapicero japonés,Orectolobus japonicus,Regan 1906
ORT,Spotted wobbegong,Requin-tapis tacheté,Tapicero manchado,Orectolobus maculatus,(Bonnaterre 1788)
ORO,Ornate wobbegong,Requin-tapis paste,Tapicero ornamentado,Orectolobus ornatus,(De Vis 1883)
OGC,Oregon chub,,,Oregonichthys crameri,(Snyder 1908)
OHC,,,,Oreichthys cosuatis,(Hamilton 1822)
OEL,Magadi tilapia,,,Oreochromis alcalicus,(Hilgendorf 1905)
OEM,,,,Oreochromis amphimelas,(Hilgendorf 1905)
OEG,,,,Oreochromis angolensis,(Trewavas 1973)
OEU,,,,Oreochromis chungruruensis,(Ahl 1924)
OES,,,,Oreochromis esculentus,(Graham 1928)
OEH,,,,Oreochromis hunteri,Günther 1889
OOM,,,,Ophisurus macrorhynchus,Bleeker 1853
OOS,Serpent eel,,,Ophisurus serpens,(Linnaeus 1758)
LYA,,,,Ophthalmolycus amberensis,"(Tomo, Marschoff & Torno 1977)"
OHF,,,,Ophthalmolycus bothriocephalus,(Pappenheim 1912)
OFB,,,,Ophthalmotilapia boops,(Boulenger 1901)
OID,,,,Opisthocentrus dybowskii,(Steindachner 1881)
OPU,Slender thread herring,Chardin crin,Machuelo hebra crinudo,Opisthonema bulleri,(Regan 1904)
OPM,Middling thread herring,Chardin pinchague,Machuelo hebra mediana,Opisthonema medirastre,Berry & Barrett 1963
OOI,Mirrorbelly,,,Opisthoproctus grimaldii,Zugmayer 1911
OOL,Barrel-eye,,,Opisthoproctus soleatus,Vaillant 1888
PHT,Tardoore,Poisson-papier tarture,Arenquillo tardore,Opisthopterus tardoore,(Cuvier 1829)
OIU,Yellowhead jawfish,,,Opistognathus aurifrons,(Jordan & Thompson 1905)
OLF,,,,Oplegnathus fasciatus,(Krøyer 1845)
OOD,Hole goby,,,Oplopomops diacanthus,(Schultz 1943)
OUC,,,,Oplopomus caninoides,(Bleeker 1852)
OPN,,,,Opostomias micripnus,(Günther 1878)
BOU,Gulf toadfish,,,Opsanus beta,(Goode & Bean 1880)
GOC,,,,Opeatogenys cadenati,Briggs 1957
OOG,Shrimp eel,,,Ophichthus gomesii,(Castelnau 1855)
OOH,Punctuated snake-eel,Serpenton pointillé,Tieso punteado,Ophichthus remiger,(Valenciennes 1837)
SJS,Sailfin snapper,Vivaneau voilier,Pargo velero,Symphorichthys spilurus,(Günther 1874)
SJE,Chinamanfish,Vivaneau diable,Pargo diablo,Symphorus nematophorus,(Bleeker 1860)
YFR,California tonguefish,,,Symphurus atricaudus,(Jordan & Gilbert 1880)
YFI,Ginsburg's tonguefish,,,Symphurus ginsburgi,Menezes & Benvegnú 1976
YFU,Elongate tonguesole,,,Symphurus ligulatus,(Cocco 1844)
SGE,,,,Stygnobrotula latebricola,Böhlke 1957
STK,Ring-backed pipefish,,,Stipecampus cristatus,(McCulloch & Waite 1918)
IFA,,,,Stiphodon allen,Watson 1996
SMK,,,,Stlengis misakia,(Jordan & Starks 1904)
SKN,Stokell's smelt,,,Stokellia anisodon,(Stokell 1941)
ESA,Bagan anchovy,,,Stolephorus baganensis,Hardenberg 1933
ESC,China anchovy,,,Stolephorus chinensis,(Günther 1880)
ESR,Commerson's anchovy,Anchois bombra,Boquerón bombra,Stolephorus commersonii,Lacépède 1803
ESI,Indian anchovy,Anchois indien,Boquerón indio,Stolephorus indicus,(van Hasselt 1823)
ESN,Hardenberg's anchovy,,,Stolephorus insularis,Hardenberg 1933
ESJ,Spined anchovy,,,Stolephorus tri,(Bleeker 1852)
SIA,Lake Tanganyika sprat,,,Stolothrissa tanganicae,Regan 1917
TMM,Nsess,,,Stomatepia mariae,(Holly 1930)
OMT,,,,Stomatorhinus ater,Pellegrin 1924
SBB,Boa dragonfish,,Estomias,Stomias boa,(Risso 1810)
SMV,,,,Stomias brevibarbatus,Ege 1918
TBD,,,,Stonogobiops dracula,Polunin & Lubbock 1977
TMB,Southwest Atlantic butterfish,,Pampanito,Stromateus brasiliensis,Fowler 1906
SXY,Californian needlefish,,,Strongylura exilis,(Girard 1854)
SYQ,Banded needlefish,,,Strongylura leiura,(Bleeker 1850)
SGY,Spottail needlefish,,,Strongylura strongylura,(van Hasselt 1823)
SGR,Timucu,,,Strongylura timucu,(Walbaum 1792)
MSS,Slender giant moray,,,Strophidon sathete,(Hamilton 1822)
TFR,Chubby basketfish,,,Strophiurichthys robustus,Fraser-Brunner 1941
SUV,,,,Sturisoma festivum,Myers 1942
STY,Blind tetra,,,Stygichthys typhlops,Brittan & Böhlke 1965
SXD,Diaphanous hatchet fish,,,Sternoptyx diaphana,Hermann 1781
SXP,Highlight hatchetfish,,,Sternoptyx pseudobscura,Baird 1971
SGT,,,,Sternopygus astrabes,Mago-Leccia 1994
SGC,Longtail knifefish,,,Sternopygus macrurus,(Bloch & Schneider 1801)
SJV,Bluelined wrasse,,,Stethojulis albovittata,(Bonnaterre 1788)
SXL,,,,Stichaeopsis epallax,(Jordan & Snyder 1902)
TIN,,,,Stichaeopsis nana,Kner 1870
TIW,,,,Stichaeus grigorjewi,Herzenstein 1890
TGO,,,,Stigmatochromis modestus,(Günther 1894)
IGO,,,,Stigmatogobius borneensis,(Bleeker 1851)
SGH,Spotted pipefish,,,Stigmatopora argus,(Richardson 1840)
SXO,Pricklebreast poacher,,,Stellerina xyosterna,(Jordan & Gilbert 1880)
EFF,White stardrum,,,Stellifer fuerthii,(Steindachner 1875)
EFL,American stardrum,,,Stellifer lanceolatus,(Holbrook 1855)
EFM,Smalleye stardrum,,,Stellifer microps,(Steindachner 1864)
LJZ,,,Huiro palo,Lessonia trabeculata,Villouta & Santelices 1986
MXY,Giant kelp,Macrocyste,Cachiyuyo,Macrocystis pyrifera,(Linnaeus) C. Agardh 1820
YMD,Red sea lettuce,,,Halymenia dilatata,Zanardini 1851
HFH,Landlady's Wig,Fil de fer,,Ahnfeltia plicata,(Hudson) Fries 1836
HFJ,,,,Ahnfeltia fastigiata,(Endlicher) Makijenko 1970
CJQ,Tule bulrush,,,Scirpus acutus,(Muhl. ex Bigelow) A.& D. Love
UCE,Common rockweed,,,Fucus gardneri,P.C. Silva 1953
PKZ,,,,Pterocladiella caerulescens,Santelices & Hommersand 1997
QTH,,,,Pterocladia heteroplatos,(Børgesen) Umamaherswara Rao & Kaliperumal
QTU,,,,Pterocladia lucida,(R. Brown) J. Agardh 1852
QTN,,,,Pterocladia nana,Okamura 1931
GEW,,,,Gelidium madagascariense,Andriamampandry 1988
CFW,Pompano dolphinfish,,,Coryphaena equiselis,Linnaeus 1758
TJX,Atlantic thornyhead,,,Trachyscorpia cristulata,(Goode & Bean 1896)
CKP,,,,Cetonurus globiceps,(Vaillant 1888)
EWA,European crayfishes nei,Écrevisses européennes nca,Cangrejos de río europeos nep,Astacidae,
ACZ,American crayfishes nei,Écrevisses américaines nca,Cangrejos río americanos nep,Cambaridae,
RYG,Rubyfish,,,Plagiogeneion rubiginosum,(Hutton 1875)
HDQ,Bullhead sharks,,,Heterodontiformes,
HXW,Frilled and cow sharks,,,Hexanchiformes,
LMZ,Mackerel sharks,,,Lamniformes,
OCX,Carpet sharks,,,Orectolobiformes,
SSQ,Velvet dogfish,,,Scymnodon squamulosus,(Günther 1877)
KCI,Blue king crab,Crabe royal bleu,Cangrejo real azul,Paralithodes platypus,Brandt 1850
KAQ,Golden king crab,Crabe royal doré,Centolla dorada,Lithodes aequispina,Benedict 1895
MBZ,Giant barnacle,Balane géante,Picoroco gigante,Austromegabalanus psittacus,(Molina 1788)
BXF,Boxfishes nei,Coffres nca,Toritos nep,Ostraciidae,
GIY,Parore,,,Girella tricuspidata,(Quoy & Gaimard 1824)
JGU,Spotted gurnard,,,Pterygotrigla picta,(Günther 1880)
HVR,California halfbeak,Demi-bec californien,Agujeta califórnica,Hyporhamphus rosae,(Jordan & Gilbert 1880)
HEX,Giant Haplochromis,,,Hemitilapia oxyrhyncha,Boulenger 1902
HMF,Flame chub,,,Hemitremia flammea,(Jordan & Gilbert 1878)
THJ,Japanese topeshark,Requin-hâ dochizame,Cazón japonés,Hemitriakis japanica,(Müller & Henle 1839)
THL,Whitefin topeshark,Requin-hâ aile blanche,Cazón de aleta blanca,Hemitriakis leucoperiptera,Herre 1923
HEV,,,,Hemitripterus villosus,(Pallas 1814)
HNC,,,,Henicorhynchus caudimaculatus,(Fowler 1934)
GUK,,,,Gulaphallus bikolanus,(Herre 1926)
GLK,Curious wormfish,,,Gunnellichthys curiosus,Dawson 1968
GTL,Gold brotula,,,Gunterichthys longipenis,Dawson 1966
RGA,,,,Gurgesiella atlantica,(Bigelow & Schroeder 1962)
RGS,,,,Gurgesiella sibogae,(Weber 1913)
GZV,Naked-head toothfish,,,Gvozdarus svetovidovi,Balushkin 1989
GHM,,,,Gymnachirus melas,Nichols 1916
GYV,,,,Gymnallabes alvarezi,Roman 1970
GMP,Cape sandlance,,,Gymnammodytes capensis,(Barnard 1927)
TGR,South Australian cobbler,,,Gymnapistes marmoratus,(Cuvier 1829)
GNF,Crystal cardinal,,,Gymnapogon africanus,Smith 1954
OGN,Aba,,,Gymnarchus niloticus,Cuvier 1829
GMD,Splitbanded goby,,,Gymneleotris seminudus,(Günther 1861)
GYK,,,,Gymnelopsis brashnikovi,Soldatov 1922
GHE,Halfbarred pout,,,Gymnelus hemifasciatus,Andriashev 1937
RGR,,,,Gymnetrus russelii,Cuvier 1816
GMY,Slender fusilier,Fusilier élégant,Fusilero elegante,Gymnocaesio gymnoptera,(Bleeker 1856)
GMH,,,,Gymnocanthus herzensteini,Jordan & Starks 1904
GYU,Donets ruffe,,,Gymnocephalus acerinus,(Güldenstädt 1774)
GYL,Danube ruffe,,,Gymnocephalus baloni,Holcík & Hensel 1974
GYZ,Schraetzer,,,Gymnocephalus schraetser,(Linnaeus 1758)
GCF,,,,Gymnochanda filamentosa,Fraser-Brunner 1955
GML,Royal gramma,,,Gramma loreto,Poey 1868
GRH,Threespot flounder,,,Grammatobothus polyophthalmus,(Bleeker 1865)
GMC,Long-tailed groppo,,,Grammatonotus crosnieri,(Fourmanoir 1981)
GMF,,,,Grammatostomias flagellibarba,Holt & Bryne 1910
GRJ,,,,Grammatotria lemairii,Boulenger 1899
GMG,Thorny tinselfish,,,Grammicolepis brachiusculus,Poey 1873
CNO,,,,Cranoglanis bouderius,(Richardson 1846)
RAK,Slender stargazer,,,Crapatalus angusticeps,(Hutton 1873)
TNC,,,,Crassinarke dormitor,Takagi 1951
CFC,Rendahl's hardyhead,,,Craterocephalus capreoli,Rendahl 1922
RTZ,Graery threadfin seabass,,,Cratinus agassizii,Steindachner 1878
CGB,Goldstripe characin,,,Creagrutus beni,Eigenmann 1911
RRI,Chessboard cichlid,,,Crenicara filamentosa,Ladiges 1958
GCY,White River springfish,,,Crenichthys baileyi,(Gilbert 1893)
CKF,Carmine grenadier,,,Coryphaenoides carminifer,(Garman 1899)
CKJ,Popeye grenadier,,,Coryphaenoides cinereus,(Gilbert 1896)
CDR,Trident grenadier,,,Coryphaenoides delsolari,Chirichigno F. & Iwamoto 1977
CNK,Günther's grenadier,,,Coryphaenoides guentheri,(Vaillant 1888)
CLY,Longfin grenadier,,,Coryphaenoides longifilis,Günther 1877
CPJ,,,,Coryphaenoides macrolophus,(Alcock 1889)
CKG,Amami grenadier,,,Coryphaenoides marginatus,Steindachner & Döderlein 1887
CPX,Mexican grenadier,,,Coryphaenoides mexicanus,(Parr 1946)
MCM,Abyssal rattail,,,Coryphaenoides murrayi,Günther 1878
MHN,Largenose grenadier,,,Coryphaenoides nasutus,Günther 1877
MCR,Serrulate whiptail,,,Coryphaenoides serrulatus,Günther 1878
MCS,Longrayed whiptail,,,Coryphaenoides subserrulatus,Makushok 1976
MRT,,,,Coryphaenoides thelestomus,Maul 1951
MRZ,Thickbeard grenadier,,,Coryphaenoides zaniophorus,(Vaillant 1888)
YFG,Montagu's blenny,,,Coryphoblennius galerita,(Linnaeus 1758)
OFL,Barfin goby,,,Coryphopterus alloides,Böhlke & Robins 1960
OOR,Rufus snake-eel,,,Ophichthus rufus,(Rafinesque 1810)
OOA,Snake blenny,,,Ophidion barbatum,Linnaeus 1758
OFP,Snakehead gudgeon,,,Ophieleotris aporos,(Bleeker 1854)
OFT,,,,Ophioblennius atlanticus,Valenciennes 1836
OFM,,,,Ophiocara macrolepidota,(Bloch 1792)
OFF,,,,Ophiogobius ophicephalus,(Jenyns 1842)
OHD,,,,Ophioscion adustus,(Agassiz 1831)
OHP,Spotted croaker,,,Ophioscion punctatissimus,Meek & Hildebrand 1925
OFA,Obscure swamp eel,,Anguila falsa,Ophisternon aenigmaticum,Rosen & Greenwood 1976
OLT,Longjaw leatherjacket,Sauteur pelon,Zapatero sierrita,Oligoplites altus,(Günther 1868)
LSQ,Platenose shrimp,Bouc nez lamelleux,Camarón laminilla,Latreutes laminirostris,Ortmann 1890
GQI,Bay shrimp,Crevette baie,Quisquilla de caleta,Crangon nigromaculata,Lockington 1877
GQS,Sand shrimp,Crevette sable,Quisquilla arenera,Crangon septemspinosa,Say 1818
PKQ,Feather shrimp,Crevette emplumée,Camarón de pluma,Pontocaris pennata,Bate 1888
EGL,Bering shrimp,Crevette Béring,Camarón de Bering,Sclerocrangon salebrosa,(Owen 1839)
UUL,Yamato shrimp,Bouc yamato,Camarón yamato,Eualus leptognathus,(Stimpson 1860)
UUI,Iso shrimp,Bouc iso,Camarón iso,Eualus sinensis,(Yu 1931)
XHO,Cock shrimp,Crevette buhotte,Camarón gallo,Exhippolysmata oplophoroides,(Holthuis 1948)
XHH,Companion shrimp,Bouc compagnon,Camarón compañero,Exhippolysmata hastatoides,(Balss 1914)
HTB,Shortspine shrimp,Bouc tiépines,Camarón espinilla,Heptacarpus brevirostris,(Dana 1852)
HUG,Flexed shrimp,Bouc courbe,Camarón corva,Heptacarpus geniculatus,(Stimpson 1860)
GQF,California shrimp,Crevette californienne,Quisquilla californiana,Crangon franciscorum,Stimpson 1856
YAU,Ekusa shrimp,Saltarelle ekusa,Camarón ecusa,Atya sulcatipes,Newport 1847
RKI,African caridina,Saltarelle africaine,Caridina africana,Caridina africana,Kingsley 1882
EFI,Minor stardrum,,,Stellifer minor,(Tschudi 1846)
EFO,Yawning stardrum,,,Stellifer oscitans,(Jordan & Gilbert 1882)
EFR,Rake stardrum,,,Stellifer rastrifer,(Jordan 1889)
EFS,,,,Stellifer stellifer,(Bloch 1790)
RSZ,Silver rasbora,,,Rasbora argyrotaenia,(Bleeker 1850)
TWY,,,,Thynnichthys vaillanti,Weber & de Beaufort 1916
PWG,Waigieu seaperch,,,Psammoperca waigiensis,(Cuvier 1828)
PSZ,,,,Psectrogaster amazonica,Eigenmann & Eigenmann 1889
AHG,Chinese swordfish,,,Psephurus gladius,(Martens 1862)
BSV,,,,Psettina brevirictis,(Alcock 1890)
PDF,,,,Pseudacanthicus fordii,(Günther 1868)
UDJ,Wavyband sole,,,Pseudaesopia japonica,(Bleeker 1860)
EDI,Rhinoceros leatherjacket,,,Pseudalutarius nasicornis,(Temminck & Schlegel 1850)
UDZ,Paddlefish cardinalfish,,,Pseudamia zonata,"Randall, Lachner & Fraser 1985"
UDG,Graceful-tailed cardinalfish,,,Pseudamiops gracilicauda,(Lachner 1953)
PCU,Pygmy whitefish,,,Prosopium coulterii,(Eigenmann & Eigenmann 1892)
PCY,Round whitefish,,,Prosopium cylindraceum,(Pennant 1784)
PWI,Mountain whitefish,,,Prosopium williamsoni,(Girard 1856)
OTC,Warthead blenny,,,Protemblemaria bicirris,(Hildebrand 1946)
TUF,,,,Proteracanthus sarissophorus,(Cantor 1849)
CPY,Graceful catshark,Requin chat gracile,Tollo coludo grácil,Proscyllium habereri,Hilgendorf 1904
LRI,Goldbanded jobfish,Colas à bandes dorées,Panchito de bandas doradas,Pristipomoides multidens,(Day 1871)
LRB,Lavender jobfish,Colas lavande,Panchito lavanda,Pristipomoides sieboldii,(Bleeker 1854-57)
LRU,Sharptooth jobfish,Colas dentu,Panchito dentón,Pristipomoides typus,Bleeker 1852
RPC,Dwarf sawfish,,,Pristis clavata,Garman 1906
RPM,Largetooth sawfish,,,Pristis microdon,Latham 1794
RPP,Smalltooth sawfish,,,Pristis pectinata,Latham 1794
RPR,Common sawfish,,,Pristis pristis,(Linnaeus 1758)
RPZ,Longcomb sawfish,,,Pristis zijsron,Bleeker 1851
RIS,Malayan leaffish,,,Pristolepis fasciata,(Bleeker 1851)
PJD,Gulf damselfish,,,Pristotis jerdoni,(Day 1873)
PRZ,,,,Procatopus aberrans,Ahl 1927
PYK,,,,Procetichthys kreffti,Paxton 1989
PWC,,,,Procottus gurwici,(Taliev 1946)
PCE,,,,Procypris merus,Lin 1933
ITK,,,,Proeutropiichthys taakree,(Blyth 1860)
PFH,Chiapas killifish,,,Profundulus hildebrandi,Miller 1950
ROD,Bicolor butterflyfish,,,Prognathodes dichrous,(Günther 1869)
PBN,Shortfin flyingfish,,,Prognichthys brevipinnis,(Valenciennes 1847)
PBB,,,,Prolabeo batesi,Norman 1932
PBM,,,,Prolabeops melanhypoptera,(Pellegrin 1928)
ROJ,Pacific sandperch,Tile blanquille,Blanquillo,Prolatilus jugularis,(Valenciennes 1833)
PRP,Roudi escolar,Escolier clair,Escolar prometeo,Promethichthys prometheus,(Cuvier 1832)
PKY,,,,Pronothobranchius kiyawensis,(Ahl 1928)
HNM,Pennant coralfish,,,Heniochus acuminatus,(Linnaeus 1758)
HFG,Black bream,,,Hephaestus fuliginosus,(Macleay 1883)
HED,Kafue pike,,,Hepsetus odoe,(Bloch 1794)
HPM,,,,Heptapterus mustelinus,(Valenciennes 1847)
HRU,,,,Heraldia nocturna,Paxton 1975
ORF,Indonesia speckled carpetshark,Requin-chabot grivelé,Bamboa jaspeada,Hemiscyllium freycineti,(Quoy & Gaimard 1824)
ORK,Papuan epaulette shark,Requin-chabot épaulette,Bamboa hombrera,Hemiscyllium hallstromi,Whitley 1967
ORN,Epaulette shark,Requin-chabot ocellé,Bamboa ocellada,Hemiscyllium ocellatum,(Bonnaterre 1788)
ORQ,Hooded carpetshark,Requin-chabot moine,Bamboa capuchona,Hemiscyllium strahani,Whitley 1967
HHT,,,,Hemisilurus heterorhynchus,(Bleeker 1853)
HBY,Porthole shovelnose catfish,,,Hemisorubim platyrhynchos,(Valenciennes 1840)
HMT,,,,Hemistichodus lootensi,Poll & Daget 1968
HJU,,,,Hemitaeniochromis urotaenia,(Regan 1922)
HMU,Sharpbelly,,,Hemiculter leucisculus,(Basilewsky 1855)
HDM,,,,Hemidoras morrisi,Eigenmann 1925
HBI,Wrasse blenny,,,Hemiemblemaria simulus,Longley & Hildebrand 1940
HEH,Sicklefin weasel shark,Milandre faucille,Comadreja segadora,Hemigaleus microstoma,Bleeker 1852
HGP,Lagoon damselfish,,,Hemiglyphidodon plagiometopon,(Bleeker 1852)
HGE,,,,Hemigobius bleekeri,Koumans 1953
HMK,,,,Hemigrammocapoeta kemali,(Hankó 1924)
HXA,,,,Hemigrammocharax angolensis,Poll 1967
HMI,Garnet minnow,,,Hemigrammocypris lini,Weitzman & Chan 1966
HGB,Barnard's robber,,,Hemigrammopetersius barnardi,(Herre 1936)
HGC,Buenos Aires tetra,,,Hemigrammus caudovittatus,Ahl 1923
HGR,,,,Hemigrammus rodwayi,Durbin 1909
HGU,Featherfin tetra,,,Hemigrammus unilineatus,(Gill 1858)
HGF,Barred thicklip,,,Hemigymnus fasciatus,(Bloch 1792)
HPJ,Yellow Irish lord,,,Hemilepidotus jordani,Bean 1881
HMO,,,,Hemimyzon formosanum,(Boulenger 1894)
HNJ,,,,Heminodus japonicus,Kamohara 1952
HDG,,,Julilla,Hemiodus gracilis,Günther 1864
HDO,,,,Hemiodus argenteus,Pellegrin 1909
HPB,,,,Hemipimelodus bicolor,Fowler 1935
HEE,Snaggletooth shark,,,Hemipristis elongata,(Klunzinger 1871)
HPC,,,,Hemipsilichthys cameroni,(Steindachner 1907)
HHF,Black-barred halfbeak,,,Hemiramphus far,(Forsskål 1775)
HHM,Yellowtip halfbeak,,,Hemiramphus marginatus,(Forsskål 1775)
HHC,,,,Hemirhamphodon chrysopunctatus,Brembach 1978
HXZ,Blackfin jack,Carangue chumbo,Casabe chumbo,Hemicaranx zelotes,Gilbert 1898
HMA,,,,Hemicetopsis candiru,(Spix & Agassiz 1829)
HJB,Jewelfish,,,Hemichromis bimaculatus,Gill 1862
HJF,Banded jewelfish,Hémichromis rayé,,Hemichromis fasciatus,Peters 1857
RRP,False puffer,,,Paraluteres prionurus,(Bleeker 1851)
BSY,High-finned glass perchlet,,,Parambassis altipinnis,Allen 1982
PAD,,,,Paramisgurnus dabryanus,Dabry de Thiersant 1872
RKB,Wedgetail filefish,,,Paramonacanthus barnardi,Fraser-Brunner 1941
OMJ,Ghost stonebasher,,,Paramormyrops jacksoni,(Poll 1967)
PAF,,,,Paramphilius firestonei,Schultz 1942
MYP,Brown hagfish,,,Paramyxine atami,Dean 1904
RNC,,,,Parananochromis caudifasciatus,(Boulenger 1913)
RNI,Half-mourning croaker,,,Paranibea semiluctuosa,(Cuvier 1830)
NHG,Maori chief,,,Paranotothenia angustata,(Hutton 1875)
NHJ,Black cod,,,Paranotothenia microlepidota,(Hutton 1875)
TIF,Creole-fish,Badèche créole,Cuna lucero,Paranthias furcifer,(Valenciennes 1828)
OPA,Sailfin eel,,,Paraletharchus pacificus,(Osburn & Nichols 1916)
DGB,Lancer dragonet,,,Paradiplogrammus bairdi,(Jordan 1888)
TEZ,Antarctic escolar,Escolier antarctique,Escolar antártico,Paradiplospinus antarcticus,Andriashev 1960
PDG,Slender escolar,Escolier élégant,Escolar magro,Paradiplospinus gracilis,(Brauer 1906)
PDD,,,,Paradistichodus dimidiatus,(Pellegrin 1904)
DXP,,,,Paradoxodacna piratica,Roberts 1989
GPU,,,,Paragalaxias dissimilis,(Regan 1906)
HEC,Whitetip weasel shark,,,Paragaleus leucolomatus,Compagno & Smale 1985
HEI,Atlantic weasel shark,Milandre jaune,Tiburón comadiza,Paragaleus pectoralis,(Garman 1906)
HEN,Straight-tooth weasel shark,Milandre belette,Comadreja coluda,Paragaleus tengi,(Chen 1963)
RGE,Redhead goby,,,Paragobiodon echinocephalus,(Rüppell 1830)
PGU,,,,Paragoniates alburnus,Steindachner 1876
GLY,,,,Paragunnellichthys seychellensis,Dawson 1967
RRE,Jambeau,,,Parahollardia lineata,(Longley 1935)
YPY,,,,Parahypsos paytensis,(Steindachner 1876)
ILP,Glass schilbid,,,Parailia pellucida,(Boulenger 1901)
KPA,,,,Parakneria abbreviata,(Pellegrin 1931)
PKC,Dara,,,Parakuhlia macrophthalmus,(Osório 1894)
