FAO ISSCFC ,Basic Level,Parent Code,ISSCAAP Code, HS 2012 , SITC3 Code, CPC 2.1, FAO ISSCFC description in English
036.0.1.3.4.10,1,036.0.1.3.4,44,0306.29,036.2,0439,"Squat-lobsters, fresh or chilled"
036.0.1.3.5,0,036.0.1.3,45,0306.27,036.2,,"Shrimps, prawns, etc., fresh or chilled"
036.0.1.3.5.20,1,036.0.1.3.5,45,0306.26,036.2,0435,"Shrimps and prawns (Pandalidae spp.), fresh or chilled"
036.0.1.3.5.30,1,036.0.1.3.5,45,0306.26,036.2,0435,"Common (=Crangon) shrimp, fresh, chilled or boiled"
036.0.1.3.5.40,1,036.0.1.3.5,45,0306.27,036.2,0436,"Shrimps and prawns (Penaeus spp.), fresh or chilled"
036.0.1.3.5.91,1,036.0.1.3.5,45,0306.27,036.2,0436,"Shrimp tails, fresh or chilled"
036.0.1.3.5.92,1,036.0.1.3.5,45,0306.27,036.2,0436,"Shrimps and prawns, peeled, fresh or chilled"
036.0.1.3.5.99,1,036.0.1.3.5,45,0306.27,036.2,0436,"Shrimps and prawns, fresh or chilled, nei"
036.0.1.3.9,0,036.0.1.3,47,0306.29,036.2,,"Miscellaneous marine crustaceans, fresh or chilled"
036.0.1.3.9.90,1,036.0.1.3.9,47,0306.29,036.2,0439,"Crustaceans, fresh, chilled or boiled in water, nei"
036.0.1.4,0,036.0.1,47,0306.19,036.1,,"Crustaceans, frozen"
036.0.1.4.1,0,036.0.1.4,41,0306.19,036.19,,"Freshwater crustaceans, frozen"
036.0.1.4.1.10,1,036.0.1.4.1,41,0306.19,036.19,21259,"Crayfish (freshwater), frozen"
036.0.1.4.1.50,1,036.0.1.4.1,41,0306.17,036.11,21256,"Freshwater shrimps and prawns, frozen"
036.0.1.4.1.90,1,036.0.1.4.1,41,0306.19,036.19,21259,"Freshwater crustaceans nei, frozen"
036.0.1.4.2,0,036.0.1.4,42,0306.14,036.19,,"Crabs and crab meat, frozen"
036.0.1.4.2.11,1,036.0.1.4.2,44,0306.14,036.19,21251,"King crab meat, frozen"
036.0.1.4.2.19,1,036.0.1.4.2,44,0306.14,036.19,21251,"King crab, nei, frozen"
036.0.1.4.2.21,1,036.0.1.4.2,42,0306.14,036.19,21251,"Tanner crab meat, frozen"
036.0.1.4.2.22,1,036.0.1.4.2,42,0306.14,036.19,21251,"Tanner crab sections, frozen"
036.0.1.4.2.29,1,036.0.1.4.2,42,0306.14,036.19,21251,"Tanner crab, nei, frozen"
036.0.1.4.2.30,1,036.0.1.4.2,42,0306.14,036.19,21251,"Crab (Cancer pagurus), frozen"
036.0.1.4.2.91,1,036.0.1.4.2,42,0306.14,036.19,21251,"Crab meat, frozen"
036.0.1.4.2.99,1,036.0.1.4.2,42,0306.14,036.19,21251,"Crabs nei, frozen"
036.0.1.4.3,0,036.0.1.4,43,0306.11,036.19,,"Lobsters and lobster meat, frozen"
036.0.1.4.3.11,1,036.0.1.4.3,43,0306.11,036.19,21252,"Spiny lobsters (Panulirus spp.), whole, frozen"
036.0.1.4.3.12,1,036.0.1.4.3,43,0306.11,036.19,21252,"Spiny lobsters (Panulirus spp.), meat or tails, frozen"
036.0.1.4.3.19,1,036.0.1.4.3,43,0306.11,036.19,21252,"Spiny lobsters (Panulirus spp.), nei, frozen"
036.0.1.4.3.21,1,036.0.1.4.3,43,0306.11,036.19,21252,"Rock lobsters (Jasus spp.), whole, frozen"
036.0.1.4.3.22,1,036.0.1.4.3,43,0306.11,036.19,21252,"Rock lobsters (Jasus spp.), meat or tails, frozen"
036.0.1.4.3.29,1,036.0.1.4.3,43,0306.11,036.19,21252,"Rock lobsters (Jasus spp.), nei, frozen"
036.0.1.4.3.31,1,036.0.1.4.3,43,0306.15,036.19,21254,"Norway lobsters (Nephrops spp.), whole, frozen"
036.0.1.4.3.32,1,036.0.1.4.3,43,0306.15,036.19,21254,"Norway lobsters (Nephrops spp.), meat or tails, frozen"
036.0.1.4.3.39,1,036.0.1.4.3,43,0306.15,036.19,21254,"Norway lobsters (Nephrops spp.), nei, frozen"
036.0.1.4.3.41,1,036.0.1.4.3,43,0306.12,036.19,21253,"American/European lobsters (Homarus spp.), whole, frozen"
036.0.1.4.3.42,1,036.0.1.4.3,43,0306.12,036.19,21253,"American/European lobsters (Homarus spp.), meat or tails, frozen"
036.0.1.4.3.49,1,036.0.1.4.3,43,0306.12,036.19,21253,"American/European lobsters (Homarus spp.), nei, frozen"
036.0.1.4.3.51,1,036.0.1.4.3,43,0306.11,036.19,21252,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), whole, frozen"
036.0.1.4.3.52,1,036.0.1.4.3,43,0306.11,036.19,21252,"Rock lobster & other sea crawfish (Palinurus, Panulirus, Jasus), meat or tails, frozen"
036.0.1.4.3.59,1,036.0.1.4.3,43,0306.11,036.19,21252,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), frozen, nei"
036.0.1.4.3.91,1,036.0.1.4.3,43,0306.19,036.19,21253,"Lobsters nei, whole, frozen"
036.0.1.4.3.92,1,036.0.1.4.3,43,0306.19,036.19,21253,"Lobsters nei, meat or tails, frozen"
036.0.1.4.3.99,1,036.0.1.4.3,43,0306.19,036.19,21253,"Lobsters nei, frozen"
036.0.1.4.4,0,036.0.1.4,44,0306.19,036.19,,"Squat-lobsters, frozen"
036.0.1.4.4.10,1,036.0.1.4.4,44,0306.19,036.19,21259,"Squat-lobsters nei, frozen"
036.0.1.4.5,0,036.0.1.4,45,0306.17,036.11,,"Shrimps, prawns etc., frozen"
036.0.1.4.5.10,1,036.0.1.4.5,45,0306.16,036.11,21255,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), whether in shell or not, frozen"
036.0.1.4.5.20,1,036.0.1.4.5,45,0306.16,036.11,21255,"Shrimps and prawns (Pandalidae spp.), frozen"
036.0.1.4.5.30,1,036.0.1.4.5,45,0306.16,036.11,21255,"Common (=Crangon) shrimp, frozen"
036.0.1.4.5.40,1,036.0.1.4.5,45,0306.17,036.11,21256,"Shrimps and prawns (Penaeus spp.), frozen"
036.0.1.4.5.50,1,036.0.1.4.5,45,0306.17,036.11,21256,"Deepwater rose shrimps (Parapenaeus longirostris), frozen"
036.0.1.4.5.60,1,036.0.1.4.5,45,0306.17,036.11,21256,"Shrimps and prawns, other than coldwater, frozen"
036.0.1.4.5.91,1,036.0.1.4.5,45,0306.17,036.11,21256,"Shrimps and prawns, not cooked, frozen"
036.0.1.4.5.92,1,036.0.1.4.5,45,0306.17,036.11,21256,"Shrimps and prawns, cooked, frozen"
036.0.1.4.5.93,1,036.0.1.4.5,45,0306.17,036.11,21256,"Shrimps and prawns, tails, shell on, frozen"
036.0.1.4.5.94,1,036.0.1.4.5,45,0306.17,036.11,21256,"Shrimps and prawns, peeled, frozen"
036.0.1.4.5.95,1,036.0.1.4.5,45,0306.17,036.11,21256,"Shrimps and prawns peeled, deveined, breaded, frozen"
036.0.1.4.5.96,1,036.0.1.4.5,45,0306.17,036.11,21256,"Shrimps and prawns, fan tails, frozen"
036.0.1.4.5.99,1,036.0.1.4.5,45,0306.17,036.11,21256,"Shrimps and prawns, frozen, nei"
036.0.1.4.6,0,036.0.1.4,46,0306.19,036.19,,"Krill, frozen"
036.0.1.4.6.10,1,036.0.1.4.6,46,0306.19,036.19,21259,"Krill, etc. frozen"
036.0.1.4.9,0,036.0.1.4,47,0306.19,036.19,,"Miscellaneous marine crustaceans, frozen"
036.0.1.4.9.90,1,036.0.1.4.9,47,0306.19,036.19,21259,"Crustaceans nei, frozen"
036.0.1.5,0,036.0.1,47,0306.29,036.2,,"Crustaceans, dried, salted or in brine, smoked"
036.0.1.5.2,0,036.0.1.5,42,0306.24,036.2,,"Crabs, dried, salted or in brine, smoked"
036.0.1.5.2.90,1,036.0.1.5.2,42,0306.24,036.2,21251,"Crabs, dried, salted or in brine, nei"
036.0.1.5.3,0,036.0.1.5,43,0306.29,036.2,,"Lobsters, dried, salted or in brine"
036.0.1.5.3.90,1,036.0.1.5.3,43,0306.29,036.2,21253,"Lobsters, dried, salted or in brine, nei"
036.0.1.5.5,0,036.0.1.5,45,0306.27,036.2,,"Shrimps, prawns, etc., dried, salted or in brine"
036.0.1.5.5.90,1,036.0.1.5.5,45,0306.27,036.2,21256,"Shrimps and prawns, dried, salted or in brine, nei"
036.0.1.5.9,0,036.0.1.5,47,0306.29,036.2,,"Miscellaneous crustaceans, dried, salted or in brine"
036.0.1.5.9.90,1,036.0.1.5.9,47,0306.29,036.2,21259,"Crustaceans nei, dried, salted or in brine"
036.0.1.6,0,036.0.1,47,0306.29,036.2,,"Miscellaneous crustaceans, not frozen"
036.0.1.6.1,0,036.0.1.6,41,0306.29,036.2,,"Freshwater crustaceans, not frozen"
036.0.1.6.1.10,1,036.0.1.6.1,41,0306.29,036.2,21259,"Crayfish (freshwater), not frozen"
036.0.1.6.1.90,1,036.0.1.6.1,41,0306.29,036.2,0439,"Freshwater crustaceans, not frozen, nei"
036.0.1.6.2,0,036.0.1.6,42,0306.24,036.2,,"Crabs, not frozen"
036.0.1.6.2.10,1,036.0.1.6.2,44,0306.24,036.2,0431,"King crabs, not frozen"
036.0.1.6.2.30,1,036.0.1.6.2,42,0306.24,036.2,0431,"Edible crab (Cancer pagurus), not frozen"
036.0.1.6.2.90,1,036.0.1.6.2,42,0306.24,036.2,0431,"Crabs, not frozen"
036.0.1.6.3,0,036.0.1.6,43,0306.29,036.2,,"Lobsters, spiny-rock lobsters, etc., not frozen"
036.0.1.6.3.30,1,036.0.1.6.3,43,0306.25,036.2,0434,"Norway lobsters (Nephrops spp.), nei, not frozen"
036.0.1.6.3.40,1,036.0.1.6.3,43,0306.22,036.2,0433,"American/European lobsters (Homarus spp.), not frozen"
036.0.1.6.3.50,1,036.0.1.6.3,43,0306.21,036.2,0432,"Rock lobster and other sea crawfish, not frozen"
036.0.1.6.5,0,036.0.1.6,45,0306.27,036.2,,"Shrimps and prawns, not frozen"
036.0.1.6.5.10,1,036.0.1.6.5,45,0306.26,036.2,0435,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), not frozen"
036.0.1.6.5.20,1,036.0.1.6.5,45,0306.26,036.2,0435,"Shrimps and prawns (Pandalidae spp.), not frozen"
036.0.1.6.5.30,1,036.0.1.6.5,45,0306.26,036.2,0435,"Common (=Crangon) shrimp, not frozen"
036.0.1.6.5.40,1,036.0.1.6.5,45,0306.27,036.2,0436,"Shrimps and prawns (Penaeus spp.), not frozen"
036.0.1.6.5.60,1,036.0.1.6.5,45,0306.27,036.2,0436,"Shrimps and prawns, other than coldwater, not frozen"
036.0.1.6.5.90,1,036.0.1.6.5,45,0306.27,036.2,0436,"Shrimps and prawns, not frozen, nei"
036.0.1.6.9,0,036.0.1.6,47,0306.29,036.2,,"Miscellaneous crustaceans, not frozen"
036.0.1.6.9.90,1,036.0.1.6.9,47,0306.29,036.2,0439,"Miscellaneous crustaceans, not frozen, nei"
036.0.2,0,036.0,58,0307.91,036.35,,"Molluscs & oth. aq.inv., live, fresh, chilled, frozen, salted, in brine or dried"
036.0.2.1,0,036.0.2,58,0307.91,036.35,,"Molluscs live, not for human consumption"
036.0.2.1.9,0,036.0.2.1,58,0307.91,036.35,,"Miscellaneous molluscs live, not for human consumption"
036.0.2.1.9.90,1,036.0.2.1.9,58,0307.91,036.35,0449,"Molluscs live, spat, for breeding and other purposes, nei"
036.0.2.2,0,036.0.2,58,0307.91,036.35,,"Molluscs live, for human consumption"
036.0.2.2.9,0,036.0.2.2,58,0307.91,036.35,,"Miscellaneous molluscs live, for human consumption"
036.0.2.2.9.20,1,036.0.2.2.9,53,0307.11,036.31,0442,"Oysters, live"
036.0.2.2.9.90,1,036.0.2.2.9,58,0307.91,036.35,0449,"Molluscs live, for human consumption, nei"
036.0.2.3,0,036.0.2,58,0307.91,036.35,,"Molluscs, live, fresh or chilled"
036.0.2.3.2,0,036.0.2.3,52,0307.91,036.35,,"Univalves, live, fresh or chilled"
036.0.2.3.2.10,1,036.0.2.3.2,52,0307.81,036.35,0441,"Abalones, shucked or not, live,fresh or chilled"
036.0.2.3.2.20,1,036.0.2.3.2,52,0307.91,036.35,0449,"Top shell, live, fresh or chilled"
036.0.2.3.2.30,1,036.0.2.3.2,52,0307.91,036.35,0449,"Stromboid conchs, live, fresh or chilled"
036.0.2.3.2.90,1,036.0.2.3.2,52,0307.91,036.35,0449,"Univalves, live, fresh or chilled, nei"
036.0.2.3.3,0,036.0.2.3,53,0307.11,036.31,,"Oysters, live, fresh or chilled"
036.0.2.3.3.10,1,036.0.2.3.3,53,0307.11,036.31,0442,"Flat oysters, shucked or not, live, fresh or chilled"
036.0.2.3.3.21,1,036.0.2.3.3,53,0307.11,036.31,0442,"Oysters, in shell, live fresh or chilled"
036.0.2.3.3.22,1,036.0.2.3.3,53,0307.11,036.31,0442,"Oysters, shucked, fresh or chilled"
036.0.2.3.3.29,1,036.0.2.3.3,53,0307.11,036.31,0442,"Oysters, live fresh or chilled, nei"
036.0.2.3.4,0,036.0.2.3,54,0307.31,036.35,,"Mussels, live, fresh or chilled"
036.0.2.3.4.20,1,036.0.2.3.4,54,0307.31,036.35,0443,"Mussels of the genus Mytilus spp., live, fresh or chilled"
036.0.2.3.4.30,1,036.0.2.3.4,54,0307.31,036.35,0443,"Mussels of the genus Perna spp. live, fresh or chilled"
036.0.2.3.4.90,1,036.0.2.3.4,54,0307.31,036.35,0443,"Mussels, live, fresh or chilled, nei"
036.0.2.3.5,0,036.0.2.3,55,0307.21,036.35,,"Scallops, pectens, etc., live, fresh or chilled"
036.0.2.3.5.90,1,036.0.2.3.5,55,0307.21,036.35,0444,"Scallops, shucked, fresh or chilled, nei"
036.0.2.3.5.95,1,036.0.2.3.5,55,0307.21,036.35,0444,"Scallops, live, fresh or chilled, nei"
036.0.2.3.6,0,036.0.2.3,56,0307.71,036.35,,"Clams, cockles, arkshells, etc., live, fresh or chilled"
036.0.2.3.6.10,1,036.0.2.3.6,56,0307.71,036.35,0445,"Clams, shucked or not, live, fresh or chilled"
036.0.2.3.6.30,1,036.0.2.3.6,56,0307.71,036.35,0445,"Arkshell, fresh or chilled"
036.0.2.3.6.80,1,036.0.2.3.6,56,0307.71,036.35,0445,"Clams, cockles, arkshells, live, fresh or chilled"
036.0.2.3.6.90,1,036.0.2.3.6,56,0307.91,036.35,0449,"Bivalves, live, fresh or chilled, nei"
036.0.2.3.7,0,036.0.2.3,57,0307.41,036.33,,"Cephalopods live, fresh or chilled"
036.0.2.3.7.10,1,036.0.2.3.7,57,0307.41,036.33,0446,"Cuttlefishes (Sepia off., Rossia macrosoma, Sepiola rondeleti), live, fresh or chilled"
036.0.2.3.7.19,1,036.0.2.3.7,57,0307.41,036.33,0446,"Cuttlefishes, live, fresh or chilled, nei"
036.0.2.3.7.30,1,036.0.2.3.7,57,0307.41,036.33,0446,"Squids (Ommastrephes sagittatus, Loligo spp.), live, fresh or chilled"
036.0.2.3.7.35,1,036.0.2.3.7,57,0307.41,036.33,0446,"Squids (Illex spp.), live, fresh or chilled"
036.0.2.3.7.39,1,036.0.2.3.7,57,0307.41,036.33,0446,"Squids, live,fresh or chilled, nei"
036.0.2.3.7.40,1,036.0.2.3.7,57,0307.41,036.33,0446,"Cuttlefishes and squids, live, fresh or chilled, nei"
036.0.2.3.7.50,1,036.0.2.3.7,57,0307.51,036.33,0447,"Octopus, live, fresh or chilled"
036.0.2.3.7.90,1,036.0.2.3.7,57,0307.91,036.33,0449,"Cephalopods, live, fresh or chilled, nei"
036.0.2.3.8,0,036.0.2.3,77,0308.90,036.35,,"Miscellaneous aquatic invertebrates, live, fresh or chilled"
036.0.2.3.8.10,1,036.0.2.3.8,76,0308.11,036.35,0451,"Sea-cucumber, live, fresh or chilled"
036.0.2.3.8.20,1,036.0.2.3.8,76,0308.21,036.35,0452,"Sea-urchin, live, fresh or chilled"
036.0.2.3.8.30,1,036.0.2.3.8,77,0308.30,036.35,0453,"Jellyfish, live, fresh or chilled"
036.0.2.3.8.90,1,036.0.2.3.8,77,0308.90,036.35,0459,"Other aquatic invertebrates, live, fresh or chilled"
036.0.2.3.9,0,036.0.2.3,58,0307.91,036.35,,"Miscellaneous molluscs and invertebrates, live, fresh or chilled"
036.0.2.3.9.91,1,036.0.2.3.9,58,0307.91,036.35,0449,"Molluscs nei, live, fresh or chilled"
036.0.2.3.9.92,1,036.0.2.3.9,58,0307.91,036.35,0449,"Molluscs nei, shucked, fresh or chilled"
036.0.2.3.9.95,1,036.0.2.3.9,58,0307.91,036.35,0449,"Molluscs and other aqu. invertebrates, live, fresh or chilled, nei"
036.0.2.4,0,036.0.2,58,0307.99,036.39,,"Molluscs, frozen"
036.0.2.4.2,0,036.0.2.4,52,0307.99,036.39,,"Univalves, frozen"
036.0.2.4.2.10,1,036.0.2.4.2,52,0307.89,036.39,21261,"Abalone meat, frozen"
036.0.2.4.2.30,1,036.0.2.4.2,52,0307.99,036.39,21268,"Stromboid conchs, frozen"
036.0.2.4.2.90,1,036.0.2.4.2,52,0307.99,036.39,21268,"Univalves nei, frozen"
036.0.2.4.3,0,036.0.2.4,53,0307.19,036.31,,"Oysters, frozen"
036.0.2.4.3.10,1,036.0.2.4.3,53,0307.19,036.31,21262,"Flat oysters, frozen"
036.0.2.4.3.20,1,036.0.2.4.3,53,0307.19,036.31,21262,"Oyster meat nei, frozen"
036.0.2.4.4,0,036.0.2.4,54,0307.39,036.39,,"Mussels, frozen"
036.0.2.4.4.90,1,036.0.2.4.4,54,0307.39,036.39,21263,"Mussel meat nei, frozen"
036.0.2.4.5,0,036.0.2.4,55,0307.29,036.39,,"Scallops, pectens, etc., frozen"
036.0.2.4.5.10,1,036.0.2.4.5,55,0307.29,036.39,21264,"Scallops meat, frozen"
036.0.2.4.6,0,036.0.2.4,56,0307.79,036.39,,"Clams, cockles, arkshells, etc., frozen"
036.0.2.4.6.10,1,036.0.2.4.6,56,0307.79,036.39,21265,"Clam meat, frozen"
036.0.2.4.6.30,1,036.0.2.4.6,56,0307.79,036.39,21265,"Arkshells, frozen"
036.0.2.4.6.90,1,036.0.2.4.6,56,0307.99,036.39,21268,"Bivalves nei, frozen"
036.0.2.4.7,0,036.0.2.4,57,0307.49,036.37,,"Cephalopods, frozen"
036.0.2.4.7.10,1,036.0.2.4.7,57,0307.49,036.37,21266,"Cuttlefishes (Sepia off., Rossia macrosoma, Sepiola rondeleti), frozen"
036.0.2.4.7.19,1,036.0.2.4.7,57,0307.49,036.37,21266,"Cuttlefishes, frozen"
036.0.2.4.7.30,1,036.0.2.4.7,57,0307.49,036.37,21266,"Squids (Ommastrephes sagittatus, Loligo spp.), frozen"
036.0.2.4.7.35,1,036.0.2.4.7,57,0307.49,036.37,21266,"Squids (Illex spp.), frozen"
036.0.2.4.7.39,1,036.0.2.4.7,57,0307.49,036.37,21266,"Squids nei, frozen"
036.0.2.4.7.391,1,036.0.2.4.7,57,0307.49,036.37,21266,"Squid rings, frozen"
036.0.2.4.7.40,1,036.0.2.4.7,57,0307.49,036.37,21266,"Cuttlefishes and squids, frozen, nei"
036.0.2.4.7.50,1,036.0.2.4.7,57,0307.59,036.37,21267,"Octopus, frozen"
036.0.2.4.7.90,1,036.0.2.4.7,57,0307.99,036.37,21268,"Cephalopods nei, frozen"
036.0.2.4.8,0,036.0.2.4,77,0308.90,036.39,,"Miscellaneous aquatic invertebrates, frozen"
036.0.2.4.8.10,1,036.0.2.4.8,76,0308.19,036.39,21269,"Sea-cucumber, frozen"
036.0.2.4.8.20,1,036.0.2.4.8,76,0308.29,036.39,21269,"Sea-urchin, frozen"
036.0.2.4.8.30,1,036.0.2.4.8,77,0308.30,036.39,21269,"Jellyfish, frozen"
036.0.2.4.8.90,1,036.0.2.4.8,77,0308.90,036.39,21269,"Other aquatic invertebrates, frozen"
036.0.2.4.9,0,036.0.2.4,58,0307.99,036.39,,"Miscellaneous molluscs and aq. invertebrates, frozen"
036.0.2.4.9.91,1,036.0.2.4.9,58,0307.99,036.39,21268,"Molluscs nei, frozen"
036.0.2.4.9.95,1,036.0.2.4.9,58,0307.99,036.39,21268,"Molluscs and other aq.invertebrates, frozen"
036.0.2.5,0,036.0.2,58,0307.99,036.39,,"Molluscs, dried, salted or in brine"
036.0.2.5.2,0,036.0.2.5,52,0307.99,036.39,,"Univalves, dried, salted or in brine"
036.0.2.5.2.10,1,036.0.2.5.2,52,0307.89,036.39,21261,"Abalones, dried"
036.0.2.5.2.30,1,036.0.2.5.2,52,0307.99,036.39,21268,"Stromboid conchs, dried, salted or in brine"
036.0.2.5.2.90,1,036.0.2.5.2,52,0307.99,036.39,21268,"Univalves, dried, salted or in brine, nei"
036.0.2.5.3,0,036.0.2.5,53,0307.19,036.31,,"Oysters, dried, salted, in brine"
036.0.2.5.3.21,1,036.0.2.5.3,53,0307.19,036.31,21262,"Oysters, dried, salted or in brine"
036.0.2.5.3.22,1,036.0.2.5.3,53,0307.19,036.31,21262,"Oysters, dried"
036.0.2.5.4,0,036.0.2.5,54,0307.39,036.39,,"Mussels, dried, salted or in brine"
036.0.2.5.4.90,1,036.0.2.5.4,54,0307.39,036.39,21263,"Mussels, dried, salted or in brine"
036.0.2.5.5,0,036.0.2.5,55,0307.29,036.39,,"Scallops, dried, salted or in brine"
036.0.2.5.5.10,1,036.0.2.5.5,55,0307.29,036.39,21264,"Scallops, dried, salted or in brine"
036.0.2.5.6,0,036.0.2.5,56,0307.79,036.39,,"Clams, cockles, arkshells, etc., dried, salted or in brine"
036.0.2.5.6.10,1,036.0.2.5.6,56,0307.79,036.39,21265,"Clams, cockles, arkshells nei, dried, salted or in brine"
036.0.2.5.7,0,036.0.2.5,57,0307.99,036.37,,"Cephalopods, dried, salted, in brine or smoked"
036.0.2.5.7.10,1,036.0.2.5.7,57,0307.49,036.37,21266,"Cuttlefishes, dried, salted or in brine"
036.0.2.5.7.30,1,036.0.2.5.7,57,0307.49,036.37,21266,"Squids, dried, salted or in brine"
036.0.2.5.7.35,1,036.0.2.5.7,57,0307.49,036.37,21266,"Squids, salted or pickled"
036.0.2.5.7.40,1,036.0.2.5.7,57,0307.49,036.37,21266,"Cuttlefishes and squids, dried, salted or in brine, nei"
036.0.2.5.7.50,1,036.0.2.5.7,57,0307.59,036.37,21267,"Octopus, dried, salted or in brine"
036.0.2.5.7.55,1,036.0.2.5.7,57,0307.59,036.37,21267,"Octopus, smoked"
036.0.2.5.7.80,1,036.0.2.5.7,57,0307.99,036.37,21268,"Cephalopods, smoked"
036.0.2.5.7.801,1,036.0.2.5.7,57,0307.49,036.37,21266,"Cuttlefish and squids, smoked"
036.0.2.5.7.90,1,036.0.2.5.7,57,0307.99,036.37,21268,"Cephalopods nei, dried, salted or in brine"
036.0.2.5.8,0,036.0.2.5,77,0308.90,036.39,,"Miscellaneous aquatic invertebrates, dried, salted or in brine"
036.0.2.5.8.10,1,036.0.2.5.8,76,0308.19,036.39,21269,"Sea-cucumber, dried, salted or in brine"
036.0.2.5.8.20,1,036.0.2.5.8,76,0308.29,036.39,21269,"Sea-urchin, fermented or in brine"
036.0.2.5.8.30,1,036.0.2.5.8,77,0308.30,036.39,21269,"Jellyfish, dried, salted or in brine"
036.0.2.5.8.90,1,036.0.2.5.8,77,0308.90,036.39,21269,"Miscellaneous aq. invert., dried, salted or in brine, nei"
036.0.2.5.9,0,036.0.2.5,58,0307.99,036.39,,"Miscellaneous molluscs & aq.invertebrates, dried, salted or in brine"
036.0.2.5.9.91,1,036.0.2.5.9,58,0307.99,036.39,21268,"Molluscs nei, dried, salted, pickled, etc."
036.0.2.5.9.95,1,036.0.2.5.9,58,0307.99,036.39,21268,"Molluscs and other aq. invertebrates, dried, salted, etc."
036.0.2.6,0,036.0.2,58,0307.99,036.39,,"Molluscs & aq. invert., other than live, fresh or chilled"
036.0.2.6.2,0,036.0.2.6,52,0307.99,036.39,,"Univalves, other than live, fresh or chilled"
036.0.2.6.2.10,1,036.0.2.6.2,52,0307.89,036.39,21261,"Abalones, shucked or not, other than live,fresh or chilled"
036.0.2.6.2.90,1,036.0.2.6.2,52,0307.99,036.39,21268,"Univalves, other than live, fresh or chilled, nei"
036.0.2.6.3,0,036.0.2.6,53,0307.19,036.31,,"Oysters, other than live, fresh or chilled"
036.0.2.6.3.10,1,036.0.2.6.3,53,0307.19,036.31,21262,"Oysters, other than live, fresh or chilled, nei"
036.0.2.6.4,0,036.0.2.6,54,0307.39,036.39,,"Mussels, other than live, fresh or chilled"
036.0.2.6.4.20,1,036.0.2.6.4,54,0307.39,036.39,21263,"Mussels of the genus Mytilus spp., other than live, fresh or chilled"
036.0.2.6.4.30,1,036.0.2.6.4,54,0307.39,036.39,21263,"Mussels of the genus Perna spp., other than live, fresh or chilled"
036.0.2.6.4.90,1,036.0.2.6.4,54,0307.39,036.39,21263,"Mussels nei, other than live, fresh or chilled"
036.0.2.6.5,0,036.0.2.6,55,0307.29,036.39,,"Scallops, pectens etc.  other than live, fresh or chilled"
036.0.2.6.5.20,1,036.0.2.6.5,55,0307.29,036.39,21264,"Scallops, other than live, fresh or chilled"
036.0.2.6.6,0,036.0.2.6,56,0307.79,036.39,,"Clams, cockles, arkshells, etc., other than live, fresh or chilled"
036.0.2.6.6.10,1,036.0.2.6.6,56,0307.79,036.39,21265,"Clams, shucked or not, other than live, fresh or chilled"
036.0.2.6.6.80,1,036.0.2.6.6,56,0307.79,036.39,21265,"Clams, cockles, arkshells, other than live, fresh or chilled"
036.0.2.6.6.90,1,036.0.2.6.6,56,0307.79,036.39,21268,"Bivalves nei, other than live, fresh or chilled"
036.0.2.6.7,0,036.0.2.6,57,0307.49,036.37,,"Cephalopods, other than live, fresh or chilled"
036.0.2.6.7.19,1,036.0.2.6.7,57,0307.49,036.37,21266,"Cuttlefishes, other than live, fresh or chilled"
036.0.2.6.7.39,1,036.0.2.6.7,57,0307.49,036.37,21266,"Squids, other than live, fresh or chilled"
036.0.2.6.7.50,1,036.0.2.6.7,57,0307.49,036.37,21266,"Cuttlefish and squid, other than live, fresh or chilled"
036.0.2.6.7.60,1,036.0.2.6.7,57,0307.59,036.37,21267,"Octopus, other than live, fresh or chilled"
036.0.2.6.7.90,1,036.0.2.6.7,57,0307.99,036.37,21268,"Cephalopods nei, other than live, fresh or chilled"
036.0.2.6.8,0,036.0.2.6,77,0308.90,036.39,,"Miscellaneous aquatic invertebrates, other than live, fresh or chilled"
036.0.2.6.8.10,1,036.0.2.6.8,76,0308.19,036.39,21269,"Sea-cucumber, other than live, fresh or chilled"
036.0.2.6.8.20,1,036.0.2.6.8,76,0308.29,036.39,21269,"Sea-urchin, other than live, fresh or chilled"
036.0.2.6.8.30,1,036.0.2.6.8,77,0308.30,036.39,21269,"Jellyfish, other than live, fresh or chilled"
036.0.2.6.8.35,1,036.0.2.6.8,77,0308.30,036.39,21269,"Jellyfish, other than prepared or preserved"
036.0.2.6.8.90,1,036.0.2.6.8,77,0308.90,036.39,21269,"Aquatic invertebrates, other than live, fresh or chilled, nei"
036.0.2.6.8.95,1,036.0.2.6.8,77,0308.90,036.39,21269,"Aquatic invertebrates, other than prepared or preserved"
036.0.2.6.9,0,036.0.2.6,58,0307.99,036.39,,"Miscellaneous molluscs & aq. inv., other than live, fresh or chilled"
036.0.2.6.9.91,1,036.0.2.6.9,58,0307.99,036.39,21268,"Miscellaneous molluscs, other than live, fresh or chilled, nei"
036.0.2.6.9.95,1,036.0.2.6.9,58,0307.99,036.39,21268,"Miscellaneous molluscs & aq. inver., other than live, fresh or chilled, nei"
036.0.3,0,036.0,47,0306.29,036,,Crustaceans and molluscs
036.0.3.1,0,036.0.3,47,0306.29,036,,"Crustaceans and molluscs, live, for breeding and other purposes"
